#{"t_start": 1734423170.010326, "env_id": "None"}
r,l,t
322.81445,1000,3261.204077
192.44777,1000,3261.204086
473.42334,1000,3261.204095
519.87054,1000,3261.204103
718.51416,1000,3261.204111
643.5058,1000,3261.204119
558.4522,1000,3261.204128
249.39581,1000,3261.204136
295.75482,1000,3261.204144
546.04474,1000,3261.204152
735.1344,1000,3261.204161
665.5783,1000,3261.204169
262.31854,1000,3261.204177
56.42914,199,3316.015085
49.696655,255,3407.523396
234.39096,1000,3411.5182
191.258,1000,3412.687421
417.92422,1000,3416.055506
132.87363,1000,3417.797878
372.65155,1000,3420.590066
455.5509,1000,3424.630815
271.33136,1000,3426.369217
85.91048,860,3449.125053
160.53241,1000,3542.508788
-32.355286,511,3550.344931
-22.064568,526,3558.708388
664.9284,1000,3559.264709
-13.154999,577,3587.23631
239.76352,1000,3597.8835
398.21664,1000,3598.43275
326.225,1000,3605.09938
-5.466118,631,3617.45287
161.58711,1000,3643.614937
369.08792,1000,3648.289488
-36.64103,690,3650.448507
244.08105,1000,3654.987404
184.64098,1000,3657.298883
246.28543,1000,3657.298935
156.94556,1000,3686.379348
225.9451,1000,3704.584354
159.14163,1000,3710.760378
829.77313,1000,3779.144175
62.79064,1000,3815.458199
157.4577,1000,3816.014644
665.73364,1000,3825.787026
315.1573,1000,3825.787076
339.99734,1000,3825.787093
424.38657,1000,3825.787105
280.11215,1000,3825.787116
464.09988,1000,3825.787126
218.33911,1000,3825.787136
281.40594,1000,3825.787145
280.33685,1000,3825.787155
528.4681,1000,3825.787164
295.25208,1000,3825.787174
721.30493,1000,3825.787183
549.8152,1000,3825.787193
242.6919,1000,3825.787202
479.1221,1000,3825.787212
347.0939,1000,3825.787221
372.12643,1000,3825.78723
423.9802,1000,3825.78724
539.142,1000,3825.787249
642.421,1000,3825.787264
826.5215,1000,3825.787274
144.89445,1000,3825.787284
411.5462,1000,3825.787293
495.8061,1000,3825.787302
202.17575,1000,3825.787312
260.38535,1000,3825.787322
396.66254,1000,3825.787331
214.56488,1000,3825.787341
512.645,1000,3825.78735
471.4252,1000,3825.78736
311.75986,1000,3825.787369
369.74594,1000,3825.787379
184.63943,1000,3825.787388
521.99835,1000,3825.787397
357.13873,1000,3825.787407
539.0511,1000,3825.787417
604.91656,1000,3825.787426
431.6847,1000,3825.787436
869.3582,1000,3825.787445
244.82312,1000,3825.787455
210.34416,1000,3825.787464
299.301,1000,3825.787473
528.154,1000,3825.787483
267.5451,1000,3825.787492
386.3901,1000,3825.787501
551.1651,1000,3825.787511
542.0746,1000,3825.787521
201.5824,1000,3825.78753
211.8595,1000,3825.787539
274.9953,1000,3825.787549
274.14502,1000,3825.787558
325.60092,1000,3825.787568
655.4706,1000,3825.787577
284.61047,1000,3825.787586
271.52313,1000,3825.787596
204.96294,1000,3825.787605
623.6012,1000,3825.787615
364.40182,1000,3825.787624
131.78316,1000,3825.787634
545.6961,1000,3825.787643
190.09764,1000,3825.787653
352.52686,1000,3825.787662
499.99673,1000,3825.787671
298.08496,1000,3825.787681
351.6077,1000,3825.78769
197.86774,1000,3825.787699
