#{"t_start": 1734423170.010326, "env_id": "None"}
r,l,t
877.6443,1000,5523.811778
631.01886,1000,5523.811788
886.58307,1000,5523.811798
805.3666,1000,5523.811808
521.2991,1000,5523.811817
530.5208,1000,5523.811826
244.71863,1000,5523.811836
234.54065,1000,5523.811846
895.9646,1000,5523.811855
849.0974,1000,5523.811865
646.6211,1000,5523.811874
888.7349,1000,5523.811884
586.6153,1000,5523.811893
825.42786,1000,5523.811903
598.1844,1000,5523.811913
830.00964,1000,5523.811922
444.77213,1000,5523.811932
862.2748,1000,5523.811941
824.3462,1000,5523.811951
775.8163,1000,5523.81196
722.9202,1000,5523.811969
557.5446,1000,5523.811979
361.25037,1000,5523.811988
662.06934,1000,5523.811998
731.33136,1000,5523.812007
451.27838,1000,5523.812016
893.6182,1000,5523.812026
626.6782,1000,5523.812035
611.1123,1000,5523.812044
