#{"t_start": 1734444340.750059, "env_id": "None"}
r,l,t
490.27493,1000,4638.246741
382.88486,1000,4655.503808
270.96344,1000,4664.918206
318.17783,1000,4668.998985
223.25833,1000,4669.142362
285.13104,1000,4672.017253
380.5159,1000,4682.004485
314.71115,1000,4682.650582
173.03323,1000,4688.626848
295.18472,1000,4691.102193
216.92143,1000,4695.289761
531.5767,1000,4712.663185
546.2688,1000,4721.976941
245.0438,1000,4726.010156
483.33585,1000,4726.151699
132.31863,1000,4728.92804
312.53647,1000,4738.631397
186.70825,1000,4739.265885
398.32266,1000,4745.065456
320.19055,1000,4747.47381
396.68668,1000,4751.520435
265.7581,739,4763.239053
563.0172,1000,4768.532197
618.41864,1000,4781.737748
540.2644,1000,4781.876637
262.4116,1000,4784.667242
325.6515,1000,4794.333393
840.52234,1000,4794.964567
506.89145,1000,4800.673821
524.54376,1000,4803.019507
267.85275,1000,4806.974149
492.97876,1000,4818.502063
421.12134,1000,4823.695583
718.5117,1000,4836.619448
255.92715,1000,4836.758576
736.8843,1000,4839.53201
612.8005,873,4842.656493
749.4734,1000,4849.029256
304.99542,951,4852.796045
517.98987,1000,4857.877497
593.1929,1000,4861.896728
752.51855,1000,4873.805762
515.95557,1000,4879.07945
245.75787,1000,4892.500659
536.3594,1000,4892.644096
321.50717,1000,4895.47684
794.5354,1000,4898.591764
427.46924,1000,4905.113953
112.325005,1000,4908.85757
554.1309,1000,4914.121669
342.00125,1000,4918.283044
272.93304,1000,4930.31898
37.8312,1000,4935.813584
866.1065,1000,4949.251273
301.23038,1000,4949.395565
381.3394,1000,4952.213387
640.8612,1000,4955.411358
343.32913,1000,4961.960373
861.8387,1000,4965.671327
786.3665,1000,4970.872248
261.89996,1000,4975.052544
176.59103,1000,4986.93572
367.9948,1000,4992.213129
43.886154,1000,5005.495442
598.3737,1000,5005.640833
274.99564,1000,5008.450582
225.16995,1000,5011.600403
144.3557,1000,5018.156449
273.6976,1000,5021.903738
130.21071,1000,5027.156878
253.3518,1000,5031.31837
-45.76272,1000,5043.502366
-80.32722,1000,5048.871766
-87.26039,1000,5062.23017
-87.30083,1000,5062.374973
-84.893555,1000,5065.21398
-84.614685,1000,5068.346979
-83.44303,1000,5074.781881
-84.93905,1000,5078.453036
-85.34727,1000,5083.553393
-82.3937,1000,5087.575244
-82.221565,1000,5099.287752
-86.841354,1000,5104.594768
-50.919594,1000,5118.13029
-57.830566,1000,5118.273037
83.52098,1000,5121.088872
-28.570951,1000,5124.232618
-48.096573,1000,5130.751525
-51.455883,1000,5134.464696
414.5971,1000,5139.652444
-79.72912,1000,5143.834933
494.2463,1000,5155.768261
195.95007,1000,5161.112628
825.53827,1000,5174.350703
721.1735,1000,5174.489365
210.8934,1000,5177.276244
790.96625,1000,5180.396477
889.25726,1000,5186.833009
592.5773,1000,5190.526407
291.7159,1000,5195.702255
886.21094,1000,5199.800851
913.302,867,5204.218991
905.30316,947,5213.965872
762.08044,1000,5229.945424
842.2485,1000,5230.09287
429.1925,1000,5232.832532
373.1135,1000,5235.903339
552.4947,1000,5242.26704
449.0776,1000,5245.912956
342.3744,1000,5250.966097
748.8367,1000,5254.957654
461.8324,1000,5259.334089
218.99388,1000,5269.068439
756.6116,1000,5285.223833
